datetime,content
[datetime]: 2025-04-26 12:11:18,[content]: 【星巴克工会拒绝公司每年至少加薪2%的提议：福利不明确】工会组织Workers United表示，参与合同谈判的星巴克工会代表投票否决了这家咖啡连锁店的最新提议，该提议保证每年至少加薪2%。 在代表星巴克美国550多家已成立工会的门店的490名咖啡师中，81%的人拒绝了这一提议，因为该提议并未对医保等经济福利做出任何调整，也没有立即加薪的举措。 “星巴克目前的提议不足以敲定一项协议。”工会表示。 星巴克在一份声明中称，工会向其代表们提交了一个不完整的单店合同框架以供投票，并补充说，工会的这一行为导致双方达成共同协议的进程被拖延。（环球市场播报）
[datetime]: 2025-04-26 12:10:35,[content]: 【知名学者：美国42年间64次试图颠覆他国政权】近日，知名经济学家、美国哥伦比亚大学教授杰弗里·萨克斯在中国主持召开的“单边主义和霸凌行径对国际关系的冲击”安理会阿里亚模式会议上，逐一列举美国在诸多领域的单边主义行径。萨克斯指出，美国不仅是经济胁迫手段的最大施加者，还曾在42年间对他国施行了64次秘密的政权更迭行动，并且不断在全球范围内扩张军备，拥有遍布80个国家的750个海外军事基地。萨克斯指出，美国还阻碍联合国系统工作，不断毁约退群，这都是对多边主义的瓦解。萨克斯说，美国这样一个强大、具有全球影响力的国家，却成为联合国成员国中践踏多边原则的最甚者，给世界带来了巨大的风险与挑战。（央视新闻）
[datetime]: 2025-04-26 12:08:04,[content]: 【美国众议院共和党拟削减联邦雇员养老金制度】据报道，在马斯克削减成本风波引发劳动力市场震荡之际，美国共和党人正在推进的庞大税收与支出方案中，联邦雇员养老金福利将成为新的削减目标。众议院监督与政府改革委员会主席詹姆斯·科默在当地时间周五晚间公布的提案将迫使许多联邦文职雇员为退休福利支付更高的保费，并通过改变计算薪酬的公式来降低他们的最终福利。科默声称此举可“削减超过500亿美元联邦赤字”。监督委员会预计将于下周就该计划和其他人事变动进行投票。共和党人计划下个月在众议院就这项更大的立法进行投票。然后，该法案将被送到参议院，只要参议院已经通过的预算决议中的目标得到遵守，该法案就可以在没有民主党人支持的情况下获得通过。
[datetime]: 2025-04-26 12:05:15,[content]: 市场消息：印度军队表示与巴基斯坦连续第二天发生交火。
[datetime]: 2025-04-26 12:05:15,[content]: 市场消息：印度军队表示与巴基斯坦连续第二天发生交火。
[datetime]: 2025-04-26 12:00:16,[content]: 【QQ接入微信小程序】目前手机QQ客户端（iOS/安卓）已接入微信小程序功能，用户将自己的客户端更新至最新版本后即可体验到相关功能。目前，这一小程序功能入口位置较深，用户需要点击搜索框，之后才能看到“小程序”按钮，点击按钮即可查找各种小程序名称并访问。目前微信小程序中只有一部分能够在QQ中运行，相应小程序带有微信角标，如果没有带角标的则是QQ原生小程序。
[datetime]: 2025-04-26 12:00:16,[content]: 【QQ接入微信小程序】目前手机QQ客户端（iOS/安卓）已接入微信小程序功能，用户将自己的客户端更新至最新版本后即可体验到相关功能。目前，这一小程序功能入口位置较深，用户需要点击搜索框，之后才能看到“小程序”按钮，点击按钮即可查找各种小程序名称并访问。目前微信小程序中只有一部分能够在QQ中运行，相应小程序带有微信角标，如果没有带角标的则是QQ原生小程序。
[datetime]: 2025-04-26 11:54:39,[content]: 【销量全线暴跌 为什么欧洲人不再买特斯拉了？】分析人士指出，特斯拉在欧洲的业绩疲软是多种因素共同作用的结果。英国一家电动车研究机构首席执行官本·内尔姆斯直接地指出了特斯拉的问题：该公司未能开发出具有价格竞争力的车型，此外其首席执行官马斯克参与政治而疏远消费者。欧洲媒体普遍认为，马斯克对欧洲极右翼政党和领导人的支持直接影响了特斯拉在欧洲的销量。（央视新闻）
[datetime]: 2025-04-26 11:54:39,[content]: 【销量全线暴跌 为什么欧洲人不再买特斯拉了？】分析人士指出，特斯拉在欧洲的业绩疲软是多种因素共同作用的结果。英国一家电动车研究机构首席执行官本·内尔姆斯直接地指出了特斯拉的问题：该公司未能开发出具有价格竞争力的车型，此外其首席执行官马斯克参与政治而疏远消费者。欧洲媒体普遍认为，马斯克对欧洲极右翼政党和领导人的支持直接影响了特斯拉在欧洲的销量。（央视新闻）
[datetime]: 2025-04-26 11:44:21,[content]: 【印控克什米尔地区恐袭事件嫌疑人2名同伙被逮捕】当地时间26日，印度亚洲新闻社、‌《印度时报》等多家媒体援引警方消息人士的话称，印控克什米尔地区恐袭事件嫌疑人的两名同伙被印度安全部队逮捕。当地时间4月22日，印控克什米尔地区发生恐怖袭击，造成至少26名游客死亡，另有多人受伤。印度国防和安全部门消息人士说，枪手在人群聚集处向游客近距离开枪。事发后，印度安全部队在当地展开大规模搜捕行动，追捕枪手。（央视）
[datetime]: 2025-04-26 11:43:03,[content]: 【美关税政策将引发供应链中断】据美国国家广播公司4月25日报道，美国政府加征关税后，高昂的关税费用迫使许多美国公司不得不取消订单。根据“港口优化系统”网站提供的船舶跟踪数据显示，到5月10日，计划抵达美国西海岸洛杉矶港的货轮数量同比下降33%。据美国零售联合会预计，如果关税继续维持在当前水平，预计美国下半年的进口量将下降20%。低成本鞋类、服装、玩具以及部分电子产品等商品在未来几个月最有可能从美国的货架上消失。届时随着美国两大主要消费季——即秋季开学和冬季假期的相继到来，美国商品供应将面临挑战，消费者可能无法购买到称心如意的商品。（CCTV国际时讯）
[datetime]: 2025-04-26 11:42:37,[content]: 【第四次全国中药资源普查发现207个新物种】在今天举行的中华中医药学会第七届岐黄论坛上，国家中医药管理局相关负责人介绍，截至2024年底，我国第四次全国中药资源普查收集标本实物310万多份、发现207个新物种，经研究约有65％的新物种具有潜在药用价值。（央视新闻）
[datetime]: 2025-04-26 11:38:22,[content]: 【美企因关税暴涨40多倍起诉美政府】美国政府滥施关税有多离谱？美国一家名为“教学资源”的益智玩具企业CEO里克•沃尔登伯格说，自己的企业今年将可能支付1亿美元的关税，上涨近44倍。过去十年，公司多次尝试本土生产，但最终都失败了。他认为这些关税政策的出台缺乏“有效的授权”，他的公司就此已经起诉了美国政府。 （CCTV国际时讯）
[datetime]: 2025-04-26 11:38:22,[content]: 【美企因关税暴涨40多倍起诉美政府】美国政府滥施关税有多离谱？美国一家名为“教学资源”的益智玩具企业CEO里克•沃尔登伯格说，自己的企业今年将可能支付1亿美元的关税，上涨近44倍。过去十年，公司多次尝试本土生产，但最终都失败了。他认为这些关税政策的出台缺乏“有效的授权”，他的公司就此已经起诉了美国政府。 （CCTV国际时讯）
[datetime]: 2025-04-26 11:38:22,[content]: 【美企因关税暴涨40多倍起诉美政府】美国政府滥施关税有多离谱？美国一家名为“教学资源”的益智玩具企业CEO里克•沃尔登伯格说，自己的企业今年将可能支付1亿美元的关税，上涨近44倍。过去十年，公司多次尝试本土生产，但最终都失败了。他认为这些关税政策的出台缺乏“有效的授权”，他的公司就此已经起诉了美国政府。 （CCTV国际时讯）
[datetime]: 2025-04-26 11:38:22,[content]: 【美企因关税暴涨40多倍起诉美政府】美国政府滥施关税有多离谱？美国一家名为“教学资源”的益智玩具企业CEO里克•沃尔登伯格说，自己的企业今年将可能支付1亿美元的关税，上涨近44倍。过去十年，公司多次尝试本土生产，但最终都失败了。他认为这些关税政策的出台缺乏“有效的授权”，他的公司就此已经起诉了美国政府。 （CCTV国际时讯）
[datetime]: 2025-04-26 11:33:43,[content]: 【上海经信委：将推动整车企业转型，加强智能驾驶大模型等创新应用】 “智链未来 共赢新章”2025年长三角新能源汽车产业链供应链创新合作大会于4月25日在国家会展中心（上海）召开。上海市经信委二级巡视员、汽车产业处处长韩大东在会上致辞时表示，汽车产业是上海的重点产业之一。在当前全球汽车产业变革调整窗口期、机遇期，上海全力破解汽车产业转型升级的痛点、堵点，加快打造世界级汽车产业中心，推动长三角一体化发展，近年来取得了一定成效。 韩大东强调，当前，全球汽车竞争格局向电动化、智能化、AI化发展，零部件一体化、集成化、轻量化趋势明显。叠加国际贸易摩擦、关税壁垒等地缘政治影响，汽车产业链面临重塑与变革。为加快提升长三角地区汽车产业全链条竞争力，上海将推动整车企业改革转型，加强智能驾驶大模型等创新技术应用，加快智己、奥迪、尚界等新车型投产上市，促进长三角地区及全国汽车产业链上下游协同发展。（澎湃）
[datetime]: 2025-04-26 11:33:43,[content]: 【上海经信委：将推动整车企业转型，加强智能驾驶大模型等创新应用】 “智链未来 共赢新章”2025年长三角新能源汽车产业链供应链创新合作大会于4月25日在国家会展中心（上海）召开。上海市经信委二级巡视员、汽车产业处处长韩大东在会上致辞时表示，汽车产业是上海的重点产业之一。在当前全球汽车产业变革调整窗口期、机遇期，上海全力破解汽车产业转型升级的痛点、堵点，加快打造世界级汽车产业中心，推动长三角一体化发展，近年来取得了一定成效。 韩大东强调，当前，全球汽车竞争格局向电动化、智能化、AI化发展，零部件一体化、集成化、轻量化趋势明显。叠加国际贸易摩擦、关税壁垒等地缘政治影响，汽车产业链面临重塑与变革。为加快提升长三角地区汽车产业全链条竞争力，上海将推动整车企业改革转型，加强智能驾驶大模型等创新技术应用，加快智己、奥迪、尚界等新车型投产上市，促进长三角地区及全国汽车产业链上下游协同发展。（澎湃）
